5	9	825	その他
5	10	827	模型/プラモデル
5	10	170	ぬいぐるみ
5	10	828	ミニカー
5	10	829	キャラクターグッズ
5	10	830	トイラジコン
5	10	831	プラモデル
5	10	832	ホビーラジコン
5	10	833	鉄道模型
5	10	834	その他
5	11	836	陶芸
5	11	837	ガラス
5	11	838	漆芸
5	11	839	金属工芸
5	11	840	絵画/タペストリー
5	11	841	版画
5	11	842	彫刻/オブジェ
5	11	843	書
5	11	844	写真
5	11	883	武具
5	11	885	貨幣
5	11	845	その他
5	12	847	鉛筆
5	12	848	色鉛筆
5	12	849	クレヨン/パステル
5	12	850	絵の具/ポスターカラー
5	12	851	カラーペン/コピック
5	12	852	絵筆
5	12	853	コミック用品
5	12	854	書道用品
5	12	855	スケッチブック/用紙
5	12	856	ボードキャンバス
5	12	857	パネル
5	12	858	イーゼル
5	12	859	絵画額縁
5	12	860	写真額縁
5	12	861	ポスターフレーム
5	12	862	その他
5	13	864	トランプ/UNO
5	13	865	カルタ/百人一首
5	13	866	囲碁/将棋
5	13	867	オセロ/チェス
5	13	868	人生ゲーム
5	13	869	野球/サッカーゲーム
5	13	870	スポーツ
5	13	871	三輪車/乗り物
5	13	872	ヨーヨー
5	13	873	ダーツ
5	13	874	ビリヤード
5	13	875	麻雀
5	13	876	模型製作用品
5	13	877	鉄道
5	13	878	航空機
5	13	879	アマチュア無線
5	13	880	パチンコ/パチスロ
5	13	881	その他
5	14	884	切手/官製はがき
5	14	886	印刷物
5	14	887	ノベルティグッズ
5	14	888	その他
5	15	890	ストラップ
5	15	891	キーホルダー
5	15	892	バッジ/ピンバッジ
5	15	893	カード
5	15	894	クリアファイル
5	15	895	ポスター
5	15	896	タオル
5	15	897	その他
5	16	1296	一般
5	16	1297	BL
5	16	1298	コスプレ
5	16	1299	アイドル
5	16	1300	声優
5	16	1301	その他
5	17	1303	電動ガン
5	17	1304	エアガン
5	17	1305	ガスガン
5	17	1306	モデルガン
5	17	1307	カスタムパーツ
5	17	1308	戦闘服
5	17	1309	襟章
5	17	1310	個人装備
5	17	1311	その他
5	18	1324	うちわ
5	18	1325	ペンライト
5	18	1326	ストラップ
5	18	1327	キーホルダー
5	18	1328	Tシャツ
5	18	1329	ステッカー（シール）
5	18	1330	クリアファイル
5	18	1331	カレンダー
5	18	1332	サイン
5	18	1333	写真/ポストカード
5	18	1334	ポスター
5	18	1335	ポップ
5	18	1336	切り抜き
5	18	1337	その他
5	19	1339	衣装一式
5	19	1340	衣装
5	19	1341	ウィッグ
5	19	1342	靴/ブーツ
5	19	1343	コスプレ用インナー
5	19	1344	アクセサリー
5	19	1345	小道具
5	19	1346	アメニティ
5	19	1347	その他
5	20	136	その他
6	1	1404	エレキギター
6	1	1405	エフェクター
6	1	1406	ギターアンプ
6	1	1407	アコースティックギター
6	1	1408	クラシックギター
6	1	1409	パーツ
6	1	1410	ケース
6	1	1411	ストラップ
6	1	1412	弦
6	1	1413	シールド/ケーブル
6	1	1414	その他
6	2	1415	エレキベース
6	2	1416	アコースティックベース
6	2	1417	ウッドベース
6	2	1418	ベースアンプ
6	2	1419	ベースエフェクター
6	2	1420	パーツ
6	2	1421	ケース
6	2	1422	弦
6	2	1423	シールド/ケーブル
6	2	1424	その他
6	3	1626	ソプラノウクレレ
6	3	1627	コンサートウクレレ
6	3	1628	テナーウクレレ
6	3	1629	その他
6	4	1425	フルート
6	4	1426	オーボエ
6	4	1427	クラリネット
6	4	1428	ファゴット
6	4	1429	サックス
6	4	1430	トランペット
6	4	1431	トロンボーン
6	4	1432	リコーダー
6	4	1433	ホルン
6	4	1434	チューバ
6	4	1435	その他
6	5	1436	キーボード/シンセサイザー
6	5	1437	ピアノ
6	5	1438	電子ピアノ
6	5	1439	エレクトーン/電子オルガン
6	5	1440	アコーディオン
6	5	1441	その他
6	6	1442	ヴァイオリン
6	6	1443	ヴィオラ
6	6	1444	チェロ
6	6	1445	コントラバス
6	6	1446	マンドリン
6	6	1447	弓
6	6	1448	その他
6	7	1450	セット
6	7	1456	ペダル
6	7	1451	バスドラム
6	7	1452	スネア
6	7	1453	タム
6	7	1454	シンバル
6	7	1455	スタンド
6	7	1457	スティック
6	7	1458	電子ドラム
6	7	1459	その他
6	8	1460	パーカッション
6	8	1461	木琴
6	8	1462	鉄琴
6	8	1463	その他
6	9	1487	横笛
6	9	1488	尺八
6	9	1489	胡弓
6	9	1490	三線
6	9	1491	三味線
6	9	1492	大正琴
6	9	1493	和太鼓
6	9	1494	その他
6	10	1592	ポピュラー
6	10	1615	クラシック
6	10	1631	童謡/子どもの歌
6	10	1632	その他
6	11	1464	ミキサー
6	11	1465	スピーカー
6	11	1466	マイク
6	11	1467	パワーアンプ
6	11	1468	エフェクター
6	11	1469	MTR
6	11	1470	ケーブル
6	11	1477	その他
6	12	1471	オーディオインターフェイス
6	12	1472	MIDIコントローラー
6	12	1473	音源モジュール
6	12	1474	ソフトウェア音源
6	12	1475	DAWソフトウェア
6	12	1476	ソフトウェアプラグイン
6	12	1616	その他
6	13	1478	ターンテーブル
6	13	1479	CDJ
6	13	1480	DJミキサー
6	13	1481	DJエフェクター
6	13	1482	DJコントローラー
6	13	1483	PCDJ
6	13	1484	レコード針
6	13	1485	その他
6	14	1630	ハンドベル
6	14	1623	ハーモニカ/ブルースハープ
6	14	1622	その他
7	1	900	男性アイドル
7	1	901	女性アイドル
7	1	902	K-POP/アジア
7	1	903	V-ROCK/ヴィジュアル系
7	1	904	クラブミュージック
7	1	905	国内アーティスト
7	1	906	海外アーティスト
7	1	907	音楽フェス
7	1	908	声優/アニメ
7	1	909	その他
7	2	911	サッカー
7	2	912	野球
7	2	913	テニス
7	2	914	格闘技/プロレス
7	2	915	相撲/武道
7	2	916	ゴルフ
7	2	917	バレーボール
7	2	918	バスケットボール
7	2	919	モータースポーツ
7	2	920	ウィンタースポーツ
7	2	921	ランニング/ジョギング
7	2	922	その他
7	3	924	ミュージカル
7	3	925	演劇
7	3	926	伝統芸能
7	3	927	落語
7	3	928	お笑い
7	3	929	オペラ
7	3	930	サーカス
7	3	931	バレエ
7	3	932	その他
7	4	934	声優/アニメ
7	4	935	キッズ/ファミリー
7	4	936	トークショー/講演会
7	4	937	その他
7	5	939	邦画
7	5	940	洋画
7	5	941	その他
7	6	943	遊園地/テーマパーク
7	6	944	美術館/博物館
7	6	945	スキー場
7	6	946	ゴルフ場
7	6	947	フィットネスクラブ
7	6	948	プール
7	6	949	ボウリング場
7	6	950	水族館
7	6	951	動物園
7	6	952	その他
7	7	954	ショッピング
7	7	955	レストラン/食事券
7	7	956	フード/ドリンク券
7	7	957	宿泊券
7	7	958	その他
7	8	960	航空券
7	8	961	鉄道乗車券
7	8	962	その他
7	9	1595	Amazonギフト券
7	9	1596	楽天ギフトカード
7	9	1597	iTunesカード
7	9	1598	GooglePlayギフトカード
7	9	1599	LINEプリペイドカード
7	9	1600	プレイステーションネットワークカード
7	9	1601	ニンテンドープリペイドカード
7	9	1602	その他
7	10	964	その他
8	1	967	グラス/カップ
8	1	1289	タンブラー
8	1	966	食器
8	1	968	カトラリー/箸
8	1	969	テーブル用品
8	1	970	鍋/フライパン
8	1	971	調理道具/製菓道具
8	1	972	アルコールグッズ
8	1	973	収納/キッチン雑貨
8	1	974	浄水機
8	1	975	弁当用品
8	1	976	容器
8	1	977	その他
8	2	979	セミシングルベッド
8	2	980	シングルベッド
8	2	981	セミダブルベッド
8	2	982	ダブルベッド
8	2	983	ワイドダブルベッド
8	2	984	クイーンベッド
8	2	985	キングベッド
8	2	986	脚付きマットレスベッド
8	2	987	マットレス
8	2	988	すのこベッド
8	2	989	ロフトベッド/システムベッド
8	2	990	簡易ベッド/折りたたみベッド
8	2	992	その他
8	3	994	ソファセット
8	3	995	一人掛けソファ
8	3	996	二人掛けソファ
8	3	997	三人掛けソファ
8	3	998	リクライニングソファ
8	3	999	ローソファ/フロアソファ
8	3	1000	ソファベッド
8	3	1001	コーナーソファ
8	3	1002	ソファカバー
8	3	1003	オットマン
8	3	1004	ビーズソファ/クッションソファ
8	3	1005	その他
8	4	1008	スツール
8	4	1009	ダイニングチェア
8	4	1010	ハイバックチェア
8	4	1011	ロッキングチェア
